Accession	Submission Date	Title	Number of Raw Files
PXD005776	2017-01-24	Metaproteomics of an artificial microbiota reference	3
PXD005759	2017-01-23	Metaproteomics of an artificial microbiota reference with LTQ Orbitrap-XL	3
PXD036646	2022-09-12	Epidermal Stratification Requires Retromer-Mediated Desmoglein-1 Recycling	3
PXD040144	2023-02-16	Cross-linking mass spectrometry of a complex between the chaperonin TRiC/CCT and its cochaperones, prefoldin and phosducin-like protein 2A	3
PXD045575	2023-09-22	Structure of the Plant Plastid-Encoded RNA Polymerase	3
PXD046990	2023-11-15	Mechanism of 60S ribosomal subunit recognition and UFMylation by the UFM1 E3 ligase complex	3
PXD047762	2023-12-12	An automated and fast sample preparation workflow for laser microdissection guided ultrasensitive proteomics	3
PXD045071	2023-09-04	Genetic and proteomic screens reveal perturbed nucleotide metabolism and DNA-protein crosslink formation as central mediators of decitabine cytotoxicity	3
PXD054720	2024-08-08	ABRF iPRG 2023 crosslinking study - Mascot COMPLETE results	3
PXD056910	2024-10-17	ABRF iPRG 2023 crosslinking study - Kojak COMPLETE results	3
PXD048614	2024-01-16	Disulfide mapping of J-chain by crosslinking MS	3
PXD051796	2024-04-27	STRUCTURE OF APOLIPOPROTEIN B100 BOUND TO LOW-DENSITY LIPOPROTEIN RECEPTOR (Linear IDs)	3
PXD056649	2024-10-09	Molecular mechanism targeting condensin for chromosome condensation.	3
PXD049094	2024-02-02	RNF2_PCGF4_CBX8 crosslinked with BS3	3
PXD039589	2023-01-20	PRC1-CBX8 chromatin crosslinking	3
PXD051592	2024-04-19	MYO18B promotes lysosomal exocytosis by facilitating focal adhesion maturation	3
PXD059579	2025-01-09	MS-based proteomic characterization of Toxoplasma gondii GSK3 proxisome	3
PXD052032	2024-05-07	Charting the dynamic trophoblast plasma membrane identifies LYN as a functional regulator of syncytialization	3
PXD066251	2025-07-17	Thianthrenium chemistry for identification of protein−protein interactions in cells	3
PXD003880	2016-07-25	Xilmass: a new approach towards the identification of cross-linked peptides	2
PXD006156	2017-03-22	RNF8 mediates NONO degradation following UV-induced DNA damage to properly terminate ATR-CHK1 checkpoint signaling	2
PXD010963	2018-08-31	Locus-specific proteomics identification of OCT4 regulators	2
PXD012466	2019-01-22	DSSO,Xlink,LC-MSMS - DSSO as linker, study of protein-protein interaction by LC-MSMS	2
PXD006741	2017-06-19	SPARTAN Protease and Checkpoint Kinase 1 Cross-Activation Loop Safeguards Genome Stability	2
PXD009000	2018-02-21	Identification of MS-Cleavable and Non-Cleavable Chemically Crosslinked Peptides with MetaMorpheus	2
PXD009079	2018-03-01	Human mitochondrial cysteine desulfurase complex	2
PXD010470	2018-07-18	SseF-SscB Interaction -  Revealing the mechanisms of membrane protein export by virulence-associated bacterial secretion systems	2
PXD015234	2019-08-30	Non-reversible tissue fixation by EDC carbodiimide allows for imaging extracellular vesicles in situ	2
PXD015793	2019-10-11	Structural analysis of the intrinsically disordered splicing factor Spp2 and its complex with the DEAH-box ATPase Prp2	2
PXD019110	2020-05-12	Structural basis of human full-length kindlin-3 homotrimer in an auto-inhibited state	2
PXD020418	2020-07-17	Exploring GPCR-arrestin interfaces with genetically encoded crosslinkers	2
PXD018291	2020-03-30	A decision tree searching strategy to boost the identification of cross-linked peptides	2
PXD019923	2020-06-22	USP11 deubiquitinates monoubiquitinated SPRTN to repair DNA-protein crosslinks	2
PXD025220	2021-04-06	Crosslinking mass spectrometry of the unconventional kinetoplastid kinetochore proteins KKT16-KKT17-KKT18	2
PXD026718	2021-06-15	APEX-Gal1 Labeled C2C12 Myoblasts	2
PXD024253	2021-02-19	Retention time as an extra dimension for proteome-wide cross-link identification	2
PXD024065	2021-02-08	Interaction of Hsp70 Ssb1 and atypical Hsp70 Ssz1	2
PXD026062	2021-05-17	Identification of AcpP-MukB binding sites using cross-linking mass spectrometry	2
PXD027161	2021-12-21	Original TIMS-TOF pro BSA data sets for MaxLynx, a novel computational proteomics workflow for XL-MS integrated into the MaxQuant environment.	2
PXD018040	2020-03-13	Identifying dynamic protein and RNA proximity interaction networks of actinin reveals RNA-binding and metabolic regulatory mechanisms	2
PXD013952	2019-05-21	Bidirectional Control of Coronary Vascular Resistance by Eicosanoids via a Novel GPCR	2
PXD033175	2022-04-12	Glorund corsslinked IP-MS in Drosophila late stage oocyte enriched ovary	2
PXD032739	2022-03-23	Characterization vy crosslinking-mass spectrometry of plastid-encoded RNA polymerase purified from Sinapis alba.	2
PXD034393	2022-06-07	Autoinhibition of Trio guanine nucleotide exchange factor activity for Rac1 by its spectrin repeats is disrupted by neurodevelopmental disorder-related genetic variants.	2
PXD031214	2022-03-21	Identification of a HTT-specific binding motif in DNAJB1 essential for suppression and disaggregation of HTT	2
PXD033026	2022-04-06	Spatiotemporal proximity labeling tools to track GlcNAc-modified functional protein hubs during cellular signaling	2
PXD033043	2022-04-07	Spatiotemporal proximity labeling tools to track GlcNAc-modified functional protein hubs during cellular signaling	2
PXD033044	2022-04-07	Spatiotemporal proximity labeling tools to track GlcNAc-modified functional protein hubs during cellular signaling	2
PXD033062	2022-04-07	Spatiotemporal proximity labeling tools to track GlcNAc-modified functional protein hubs during cellular signaling	2
PXD033063	2022-04-07	Spatiotemporal proximity labeling tools to track GlcNAc-modified functional protein hubs during cellular signaling	2
PXD033066	2022-04-07	Spatiotemporal proximity labeling tools to track GlcNAc-modified functional protein hubs during cellular signaling	2
PXD034054	2022-05-25	Crosslinks Analysis of Cryptochrome and Timeless Proteins	2
PXD039780	2023-02-01	Identification of proteins crosslinked to lysosomal sphingosine and cholesterol probes	2
PXD037703	2022-10-25	A degradation motif in STAU1 defines a novel family of proteins involved in inflammation	2
PXD026037	2021-05-17	Multiplexed isobaric quantitative Protein Interaction Reporter (iqPIR) cross-linking on standard proteins	2
PXD031997	2022-03-02	Investigating the monomer-dimer transition of PKD1 kinase domain with EDC crosslinking	2
PXD028246	2021-09-09	Human HEK293T cells LC-MS/MS (Gel-based proteomics)	2
PXD037493	2022-10-17	Confirmation of the binding site of spermine to ATP13A2 protein	2
PXD039125	2023-01-02	PerTurboID of Plasmofium falciparum cytoadhesion complex	2
PXD034894	2022-06-26	Integrative structure determination of an 85-kilodalton PTBP1-IRES complex in solution reveals a strong compaction with pronounced conformational flexibility	2
PXD037142	2022-10-03	Amuc_2172 tandem affinity purification LCMSMS	2
PXD045362	2023-09-13	Benefits of FAIMS to improve the proteome coverage of deteri-orated, and/or cross-linked TMT 10-plex FFPE tissue and plas-ma-derived exosomes samples	2
PXD045367	2023-09-13	Benefits of FAIMS to improve the proteome coverage of deteriorated, and/or cross-linked TMT 10-plex FFPE tissue and plas-ma-derived exosomes samples	2
PXD033244	2022-04-14	Calcium-dependent proximal biotinylation via Cal-ID	2
PXD039644	2023-01-25	Fibrillar osteoid niche mimicry through inclusion of visco-elastic and topographical cues	2
PXD040547	2023-03-02	Tissue-specific O-GlcNAcylation profiling reveals enrichment of ribosomal substrates in Drosophila mushroom body critical for associative learning	2
PXD035980	2022-08-11	Chemical crosslinking of the SPATA5-SPATA5L1-C1orf109-CINP complex	2
PXD038286	2022-11-22	Define the interactome of IBTK by Affinity purification coupled with mass spectrometry (AP-MS) and proximity-dependent biotinylation identification (BioID) methods	2
PXD051913	2024-05-01	Coimmunoprecipitation and following mass spectrometry analysis of EhRacJ	2
PXD048625	2024-01-17	The cross-linking mass spectrometry (CX-MS) results of Human TIP60 complex (hTIP60)	2
PXD047497	2023-12-04	Identification of proteins in ribosomal fractions isolated from sporulating Bacillus subtilis	2
PXD055235	2024-08-27	Identification the proteins interacted with ILF2 in human keratinocytes	2
PXD041135	2023-03-27	Two-factor authentication underpins the precision of piRNA-directed LINE1 DNA methylation	2
PXD059960	2025-01-20	Trifunctional lipid derivatives: PEs mi-tochondrial interactome	2
PXD049352	2024-02-13	Photoreceptor-induced LHL4 protects photosystem II in Chlamydomonas reinhardtii	2
PXD055077	2024-08-22	Epitope and paratope mapping of a SUMO-remnant antibody using cross-linking mass spectrometry and molecular docking	2
PXD053642	2024-07-04	Molecular structure of blue laccase BP76, a unique termite suicidal defense weapon	2
PXD059554	2025-01-08	Probing the trypanosome nuclear pore by TurboID proximity labelling – Part3	2
PXD047547	2023-12-05	The interaction between NLRP1 and oxidized TRX1 involves a transient disulfide bond: LC-MS/MS Dataset	2
PXD054140	2024-07-23	Nucleosomes gate cofactor access to the transcription factor p53 P53-pos8-NCP	2
PXD067324	2025-08-13	Structural study of human MRE11-RAD50-NBS1 (MRN) complex by crosslinking mass spectrometry	2
PXD058706	2024-12-09	HeLa cell protein interactome of polyamine affinity-based probes.	2
PXD060854	2025-02-17	Murine colon HUNTER N-terminomics	2
PXD069360	2025-10-12	Proteomic analysis of SKOV3 cells expressing wild-type and mutant IGF2BP2-TurboID	2
PXD054538	2024-08-02	Conserved hydrophilic checkpoints tune FocA-1 mediated formate:H+ symport	2
PXD069219	2025-10-08	Mapping the placental galectin-3 interactome identifies CD9 and ITGB1 as functional glycoprotein counter-receptors during syncytialization.	2
PXD006200	2017-03-29	R2TP_BioID-MS -  R2TP/Prefoldin-like component RUVBL1/RUVBL2 directly interacts with ZNHIT2 to regulate assembly of U5 small nuclear ribonucleoprotein	1
PXD014498	2019-07-05	Mechanism of pharmacochaperoning in ATP-sensitive potassium channels revealed by cryo-EM	1
PXD001677	2015-02-02	SIM-XL: a powerful and user-friendly tool for peptide cross-linking analysis	1
PXD001804	2015-02-10	Mucus proteome in Clca1-/- -  The Goblet Cell Protein Clca1 (Alias mClca3 or Gob-5) Is Not Required for Intestinal Mucus Synthesis, Structure and Barrier Function in Naive or DSS-Challenged Mice	1
PXD005575	2016-12-15	Structure of the Homodimeric Androgen Receptor Ligand-Binding Domain	1
PXD006928	2017-07-11	Human Mitochondrial NFS1-FXN XL LS-MS/MS	1
PXD006938	2017-07-11	Human Mitochondria NFS1-ISCU-FXN XL-MS	1
PXD013601	2019-04-23	Identification of MARCH2 E3 ligase-substrates using proximity-dependent biotin labeling method	1
PXD013873	2019-05-16	Mechanism of pharmacochaperoning in ATP-sensitive potassium channels revealed by cryo-EM	1
PXD017020	2020-01-09	Crosslinking mass spectrometry (CLMS) analysis of monoubiquitinated FANCD2-FANCI complex	1
PXD016988	2020-01-07	Identification of Stress Granule interactor proteins in yeast S. cerevisiae	1
PXD021648	2020-09-23	XL-MS data analysis with MeroX and XlinkX	1
PXD022119	2020-10-21	NALCN crosslinking experiments by BS3 crosslinker	1
PXD019043	2020-05-08	Rab1b-AMPylation by Legionella DrrA is allosterically activated by Rab1	1
PXD006143	2017-03-21	Amblyomma sculptum sialotranscriptome and proteome	1
PXD023522	2021-01-11	LinX - software for evaluation of CX-MS data	1
PXD022645	2020-11-20	RNA-mediated activity-based protein profiling reveals dihydrouridine modification on human mRNA	1
PXD019944	2020-06-22	study of protein-protein interaction by LC-MSMS(28)	1
PXD009128	2018-03-08	Human mitochondrial cysteine desulfurase complex data set 2	1
PXD027655	2022-05-04	Identification of proteins interacting with translating RPAC reporter mRNAs (FGH17)	1
PXD029365	2021-10-27	XL-MS data of trigger factor and GAPDH binding	1
PXD032821	2022-03-26	Improved peptide backbone fragmentation is the primary advantage of MS-cleavable crosslinkers	1
PXD030209	2021-12-06	XL-MS data of BAM and SurA binding	1
PXD030890	2022-01-11	Designing workflows for large-scale Omic Based biomarker identification for hepatocellular carcinoma	1
PXD037277	2022-10-10	Sacculi from E. coli strain MG1655 LC-MS/MS	1
PXD033960	2022-05-18	Confirmation of direct interaction between H3K56cr and GLYR1 by H3K*56cr Site-Link in living cells	1
PXD041519	2023-04-13	Orphan quality control shapes network dynamics and gene expression	1
PXD039939	2023-02-08	Identification of Cross-linking partners of BpA modified p97 by photo cross-linking MS	1
PXD042625	2023-06-01	Cross-linking mass spectrometry uncovers interactions between high-density lipoproteins and the SARS-CoV-2 spike glycoprotein	1
PXD039068	2022-12-22	Yeast Sis1 proximity labelling during heat shock	1
PXD038067	2022-11-09	Proximity labelling and LCMSMS analysis of spliceosome complexes using SUGP1-miniTurbo	1
PXD042584	2023-05-31	CXMS BS3 Ras/BRAF/MEK/1433 complex	1
PXD045856	2023-10-02	S. aureus peptidoglycan hydrolysis by mutanolsyin	1
PXD045859	2023-10-02	S. aureus peptidoglycan hydrolysis by mutanolysin and LytM catalytic domain	1
PXD045765	2023-09-28	Peptidoglycan from S. aureus digested with mutanolysin and lysostaphin catalytic domain	1
PXD037100	2022-09-30	Akkermansia muciniphila SEV-containing proteins smaller than 30 kDa	1
PXD029749	2021-11-15	A chemoproteomics approach to profile phospholipase D-derived phosphatidyl alcohol interactions	1
PXD044750	2023-08-22	Mapping Interactions of Calmodulin and nNOS by CXL-MS	1
PXD047378	2023-11-29	Human LD proteome identified by APEX2-mediated proximity labeling	1
PXD042549	2023-05-30	Denaturing mass photometry for rapid optimization of chemical protein-protein cross-linking reactions	1
PXD049300	2024-02-09	A novel interaction site determines binding between AP180 and AP2 in clathrin mediated endocytosis	1
PXD051024	2024-03-27	nano-LC/MS/MS analysis of Human Mesenteric lymph endogenous peptidome isolated from Inflammatory Bowel Disease (IBD) subjects.	1
PXD052923	2024-06-07	Crosslinking mass spectrometry analysis of the Trypanosoma brucei KKT23 complex	1
PXD053607	2024-07-03	A chaperone-assisted mechanism of outer mitochondrial membrane TOM70 insertion protective against diet-induced obesity	1
PXD059766	2025-01-14	ProteomeDiscover Crosslinking Complete Submission - HEK 293 XL fractions analysis	1
PXD048965	2024-01-29	Using the HA tagged PAICS immunoprecipitation combined with LC-MS for identification of the acetylation sites of PAICS protein in senescent human IMR90 cells at day 10 post oncogene RAS activation	1
PXD055759	2024-09-10	The molecular basis of integrated stress response silencing	1
PXD062002	2025-03-19	XL-MS of Sec18 and SNAREs in S. cerevisiae	1
PXD052867	2024-06-05	Pull-downs of non-crosslinked or in-cell SDA crosslinked FLAG-AK2-transfected 293 cells	1
PXD055356	2024-08-29	Cross-linked mass spectrometry for protein-protein interaction with cytotoxin	1
